time,f1,f2,f3,f4,COPx,COPy,W,W_sync
1766585738.9723206,3.1078624725341797,1.0882234573364258,0.19362926483154297,1.420083999633789,-15.644367218017578,9.334199905395508,5.8097991943359375,1
